|Date|Address|Species|Block|Street|Trap|AddressNumberAndStreet|Latitude|Longitude|AddressAccuracy|NumMosquitos|WnvPresent
9879|2013-08-29|4100 North Oak Park Avenue, Chicago, IL 60634, USA|CULEX PIPIENS|41| N OAK PARK AVE|T002|4100  N OAK PARK AVE, Chicago, IL|41.95469|-87.800991|9|35|1
9887|2013-08-29|8900 South Carpenter Street, Chicago, IL 60620, USA|CULEX PIPIENS/RESTUANS|89| S CARPENTER ST|T159|8900  S CARPENTER ST, Chicago, IL|41.732984|-87.649642|8|19|1
9894|2013-08-29|5800 North Western Avenue, Chicago, IL 60659, USA|CULEX PIPIENS|58| N WESTERN AVE|T028|5800  N WESTERN AVE, Chicago, IL|41.986921|-87.689778|9|17|1
9895|2013-08-29|5000 South Central Avenue, Chicago, IL 60638, USA|CULEX PIPIENS/RESTUANS|50| S CENTRAL AVE|T031|5000  S CENTRAL AVE, Chicago, IL|41.801497999999995|-87.763416|9|15|1
9896|2013-08-29|5000 South Central Avenue, Chicago, IL 60638, USA|CULEX PIPIENS|50| S CENTRAL AVE|T031|5000  S CENTRAL AVE, Chicago, IL|41.801497999999995|-87.763416|9|9|1
9897|2013-08-29|1400 North Sacramento Avenue, Chicago, IL 60622, USA|CULEX PIPIENS/RESTUANS|14| N HUMBOLDT DR|T033|1400  N HUMBOLDT DR, Chicago, IL|41.906638|-87.701431|9|15|1
9898|2013-08-29|South Vincennes Avenue, Chicago, IL, USA|CULEX PIPIENS/RESTUANS|10| S VINCENNES|T089|1000  S VINCENNES, Chicago, IL|41.723195000000004|-87.64997|5|5|1
9904|2013-08-29|University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA|CULEX RESTUANS|11| S ASHLAND AVE|T090|1100  S ASHLAND AVE, Chicago, IL|41.868077|-87.666901|9|12|1
9916|2013-08-29|4600 Milwaukee Avenue, Chicago, IL 60630, USA|CULEX PIPIENS/RESTUANS|46| N MILWAUKEE AVE|T003|4600  N MILWAUKEE AVE, Chicago, IL|41.964242|-87.757639|8|30|1
9917|2013-08-29|7000 North Moselle Avenue, Chicago, IL 60646, USA|CULEX PIPIENS/RESTUANS|70| N MOSELL AVE|T008|7000  N MOSELL AVE, Chicago, IL|42.008314|-87.77792099999999|9|41|1
9932|2013-08-29|3300 West 104th Street, Chicago, IL 60655, USA|CULEX PIPIENS/RESTUANS|33| W 104TH ST|T095|3300  W 104TH ST, Chicago, IL|41.704336|-87.70373599999999|8|28|1
9933|2013-08-29|1700 North Pulaski Road, Chicago, IL 60639, USA|CULEX PIPIENS/RESTUANS|17| N PULASKI RD|T039|1700  N PULASKI RD, Chicago, IL|41.911823999999996|-87.726737|9|19|1
9947|2013-08-29|5200 South Kolmar Avenue, Chicago, IL 60632, USA|CULEX PIPIENS|52| S KOLMAR|T114|5200  S KOLMAR, Chicago, IL|41.798697|-87.736812|8|13|1
9949|2013-08-29|6300 West 64th Street, Chicago, IL 60638, USA|CULEX PIPIENS|63| W 64TH ST|T155|6300  W 64TH ST, Chicago, IL|41.776156|-87.778927|9|3|1
9959|2013-08-29|2400 East 105th Street, Chicago, IL 60617, USA|CULEX PIPIENS/RESTUANS|24| E 105TH ST|T128|2400  E 105TH ST, Chicago, IL|41.704572|-87.56566600000001|8|39|1
9966|2013-08-29|4000 East 130th Street, Chicago, IL 60633, USA|CULEX PIPIENS/RESTUANS|40| E 130TH ST|T221|4000  E 130TH ST, Chicago, IL|41.659112|-87.53869300000001|8|32|1
9967|2013-08-29|9100 West Higgins Road, Rosemont, IL 60018, USA|CULEX PIPIENS/RESTUANS|91| W HIGGINS RD|T009|9100  W HIGGINS RD, Chicago, IL|41.992478000000006|-87.862995|8|31|1
9970|2013-08-29|9100 West Higgins Road, Rosemont, IL 60018, USA|CULEX PIPIENS|91| W HIGGINS RD|T009|9100  W HIGGINS RD, Chicago, IL|41.992478000000006|-87.862995|8|38|1
9971|2013-08-29|9100 West Higgins Road, Rosemont, IL 60018, USA|CULEX PIPIENS|91| W HIGGINS RD|T009|9100  W HIGGINS RD, Chicago, IL|41.992478000000006|-87.862995|8|27|1
9973|2013-08-29|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|50|1
9975|2013-08-29|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|50|1
9977|2013-08-29|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|19|1
9979|2013-08-29|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|16|1
9983|2013-08-29|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|24|1
9984|2013-08-29|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|1|1
9986|2013-08-29|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|40|1
9988|2013-08-29|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|50|1
9989|2013-08-29|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|48|1
9990|2013-08-29|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|31|1
9991|2013-08-29|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|22|1
9992|2013-08-29|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|50|1
9995|2013-08-29|4800 West Montana Street, Chicago, IL 60639, USA|CULEX PIPIENS|48| W MONTANA ST|T222|4800  W MONTANA ST, Chicago, IL|41.925197999999995|-87.746381|8|9|1
9999|2013-08-29|8200 South Kostner Avenue, Chicago, IL 60652, USA|CULEX PIPIENS/RESTUANS|82| S KOSTNER AVE|T225|8200  S KOSTNER AVE, Chicago, IL|41.743402|-87.731435|8|31|1
10008|2013-08-29|5800 North Ridge Avenue, Chicago, IL 60660, USA|CULEX PIPIENS/RESTUANS|58| N RIDGE AVE|T231|5800  N RIDGE AVE, Chicago, IL|41.98728|-87.666066|8|39|1
10011|2013-08-29|7100 North Harlem Avenue, Chicago, IL 60631, USA|CULEX PIPIENS/RESTUANS|71| N HARLEM AVE|T233|7100  N HARLEM AVE, Chicago, IL|42.009876|-87.807277|9|50|1
10013|2013-08-29|7100 North Harlem Avenue, Chicago, IL 60631, USA|CULEX PIPIENS/RESTUANS|71| N HARLEM AVE|T233|7100  N HARLEM AVE, Chicago, IL|42.009876|-87.807277|9|50|1
10014|2013-08-29|7100 North Harlem Avenue, Chicago, IL 60631, USA|CULEX PIPIENS|71| N HARLEM AVE|T233|7100  N HARLEM AVE, Chicago, IL|42.009876|-87.807277|9|50|1
10015|2013-08-29|4200 West 65th Street, Chicago, IL 60621, USA|CULEX PIPIENS|42| W 65TH ST|T235|4200  W 65TH ST, Chicago, IL|41.776428|-87.627096|8|12|1
10029|2013-09-06|2200 North Cannon Drive, Chicago, IL 60614, USA|CULEX PIPIENS/RESTUANS|22| N CANNON DR|T054|2200  N CANNON DR, Chicago, IL|41.921965|-87.632085|8|50|1
10031|2013-09-06|2200 North Cannon Drive, Chicago, IL 60614, USA|CULEX PIPIENS|22| N CANNON DR|T054|2200  N CANNON DR, Chicago, IL|41.921965|-87.632085|8|50|1
10032|2013-09-06|2200 North Cannon Drive, Chicago, IL 60614, USA|CULEX PIPIENS|22| N CANNON DR|T054|2200  N CANNON DR, Chicago, IL|41.921965|-87.632085|8|20|1
10043|2013-09-06|1400 North Sacramento Avenue, Chicago, IL 60622, USA|CULEX PIPIENS|14| N HUMBOLDT DR|T033|1400  N HUMBOLDT DR, Chicago, IL|41.906638|-87.701431|9|32|1
10052|2013-09-06|7000 West Armitage Avenue, Chicago, IL 60707, USA|CULEX PIPIENS|70|  W ARMITAGE AVENUE|T151|7000   W ARMITAGE AVENUE, Chicago, IL|41.916265|-87.800515|8|13|1
10058|2013-09-06|4500 North Campbell Avenue, Chicago, IL 60625, USA|CULEX PIPIENS/RESTUANS|45| N CAMPBELL AVE|T220|4500  N CAMPBELL AVE, Chicago, IL|41.963976|-87.69181|9|50|1
10059|2013-09-06|4600 Milwaukee Avenue, Chicago, IL 60630, USA|CULEX PIPIENS/RESTUANS|46| N MILWAUKEE AVE|T003|4600  N MILWAUKEE AVE, Chicago, IL|41.964242|-87.757639|8|35|1
10068|2013-09-06|6100 West Fullerton Avenue, Chicago, IL 60639, USA|CULEX PIPIENS/RESTUANS|61| W FULLERTON AVE|T013|6100  W FULLERTON AVE, Chicago, IL|41.923738|-87.785288|9|36|1
10071|2013-09-06|1000 North Central Park Avenue, Chicago, IL 60651, USA|CULEX PIPIENS|10| N CENTRAL PARK DR|T030|1000  N CENTRAL PARK DR, Chicago, IL|41.899229999999996|-87.716788|9|45|1
10077|2013-09-06|2200 West 51st Street, Chicago, IL 60609, USA|CULEX PIPIENS/RESTUANS|22| W 51ST ST|T061|2200  W 51ST ST, Chicago, IL|41.801179|-87.679447|8|13|1
10085|2013-09-06|2200 West 69th Street, Chicago, IL 60636, USA|CULEX PIPIENS/RESTUANS|22| W 69TH ST|T069|2200  W 69TH ST, Chicago, IL|41.768388|-87.678649|8|17|1
10090|2013-09-06|6400 South Stony Island Avenue, Chicago, IL 60637, USA|CULEX PIPIENS|64| S STONY ISLAND AVE|T077|6400  S STONY ISLAND AVE, Chicago, IL|41.778748|-87.586427|8|1|1
10099|2013-09-06|5200 South Kolmar Avenue, Chicago, IL 60632, USA|CULEX PIPIENS|52| S KOLMAR|T114|5200  S KOLMAR, Chicago, IL|41.798697|-87.736812|8|14|1
10114|2013-09-06|5800 North Pulaski Road, Chicago, IL 60646, USA|CULEX PIPIENS|58| N PULASKI RD|T027|5800  N PULASKI RD, Chicago, IL|41.984809000000006|-87.728492|8|19|1
10117|2013-09-06|9100 West Higgins Road, Rosemont, IL 60018, USA|CULEX PIPIENS|91| W HIGGINS RD|T009|9100  W HIGGINS RD, Chicago, IL|41.992478000000006|-87.862995|8|30|1
10119|2013-09-06|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|44|1
10120|2013-09-06|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|39|1
10121|2013-09-06|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|38|1
10122|2013-09-06|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|50|1
10124|2013-09-06|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|50|1
10126|2013-09-06|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|14|1
10127|2013-09-06|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|23|1
10131|2013-09-06|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|33|1
10134|2013-09-06|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|29|1
10138|2013-09-06|5100 North Mont Clare Avenue, Chicago, IL 60656, USA|CULEX PIPIENS/RESTUANS|51| N MONT CLARE AVE|T223|5100  N MONT CLARE AVE, Chicago, IL|41.973845000000004|-87.805059|9|33|1
10140|2013-09-06|8200 South Kostner Avenue, Chicago, IL 60652, USA|CULEX PIPIENS|82| S KOSTNER AVE|T225|8200  S KOSTNER AVE, Chicago, IL|41.743402|-87.731435|8|13|1
10149|2013-09-06|3900 North Springfield Avenue, Chicago, IL 60618, USA|CULEX PIPIENS/RESTUANS|39| N SPRINGFIELD AVE|T228|3900  N SPRINGFIELD AVE, Chicago, IL|41.951865999999995|-87.72505699999999|8|16|1
10152|2013-09-06|5100 West 72nd Street, Chicago, IL 60638, USA|CULEX PIPIENS|51| W 72ND ST|T035|5100  W 72ND ST, Chicago, IL|41.763733|-87.742302|8|31|1
10157|2013-09-06|7100 North Harlem Avenue, Chicago, IL 60631, USA|CULEX PIPIENS/RESTUANS|71| N HARLEM AVE|T233|7100  N HARLEM AVE, Chicago, IL|42.009876|-87.807277|9|15|1
10158|2013-09-06|7100 North Harlem Avenue, Chicago, IL 60631, USA|CULEX PIPIENS|71| N HARLEM AVE|T233|7100  N HARLEM AVE, Chicago, IL|42.009876|-87.807277|9|18|1
10159|2013-09-06|4200 West 65th Street, Chicago, IL 60621, USA|CULEX PIPIENS|42| W 65TH ST|T235|4200  W 65TH ST, Chicago, IL|41.776428|-87.627096|8|37|1
10161|2013-09-06|6200 North Mcclellan Avenue, Chicago, IL 60646, USA|CULEX PIPIENS|62| N MCCLELLAN AVE|T236|6200  N MCCLELLAN AVE, Chicago, IL|41.994679|-87.770899|8|10|1
10164|2013-09-12|4100 North Oak Park Avenue, Chicago, IL 60634, USA|CULEX PIPIENS|41| N OAK PARK AVE|T002|4100  N OAK PARK AVE, Chicago, IL|41.95469|-87.800991|9|32|1
10172|2013-09-12|2200 North Cannon Drive, Chicago, IL 60614, USA|CULEX PIPIENS/RESTUANS|22| N CANNON DR|T054|2200  N CANNON DR, Chicago, IL|41.921965|-87.632085|8|42|1
10180|2013-09-12|3600 North Pittsburgh Avenue, Chicago, IL 60634, USA|CULEX PIPIENS|36| N PITTSBURGH AVE|T011|3600  N PITTSBURGH AVE, Chicago, IL|41.944869|-87.832763|8|9|1
10183|2013-09-12|5800 North Western Avenue, Chicago, IL 60659, USA|CULEX PIPIENS|58| N WESTERN AVE|T028|5800  N WESTERN AVE, Chicago, IL|41.986921|-87.689778|9|45|1
10189|2013-09-12|University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA|CULEX PIPIENS|11| S ASHLAND AVE|T090|1100  S ASHLAND AVE, Chicago, IL|41.868077|-87.666901|9|21|1
10190|2013-09-12|4200 West 127th Street, Alsip, IL 60803, USA|CULEX PIPIENS|42| W 127TH PL|T135|4200  W 127TH PL, Chicago, IL|41.662014|-87.72460799999999|8|18|1
10194|2013-09-12|2800 North Francisco Avenue, Chicago, IL 60618, USA|CULEX PIPIENS|28| N FRANCISCO AVE|T147|2800  N FRANCISCO AVE, Chicago, IL|41.932094|-87.700117|8|13|1
10209|2013-09-12|6100 West Fullerton Avenue, Chicago, IL 60639, USA|CULEX PIPIENS/RESTUANS|61| W FULLERTON AVE|T013|6100  W FULLERTON AVE, Chicago, IL|41.923738|-87.785288|9|21|1
10216|2013-09-12|1700 North Pulaski Road, Chicago, IL 60639, USA|CULEX PIPIENS|17| N PULASKI RD|T039|1700  N PULASKI RD, Chicago, IL|41.911823999999996|-87.726737|9|14|1
10223|2013-09-12|6700 South Kedzie Avenue, Chicago, IL 60629, USA|CULEX PIPIENS/RESTUANS|67| S KEDZIE AVE|T066|6700  S KEDZIE AVE, Chicago, IL|41.77166|-87.703047|8|39|1
10237|2013-09-12|5200 South Kolmar Avenue, Chicago, IL 60632, USA|CULEX PIPIENS/RESTUANS|52| S KOLMAR|T114|5200  S KOLMAR, Chicago, IL|41.798697|-87.736812|8|9|1
10239|2013-09-12|South Doty Avenue, Chicago, IL, USA|CULEX PIPIENS/RESTUANS|12| S DOTY AVE|T115|1200  S DOTY AVE, Chicago, IL|41.673408|-87.599862|5|47|1
10240|2013-09-12|South Doty Avenue, Chicago, IL, USA|CULEX PIPIENS/RESTUANS|12| S DOTY AVE|T115|1200  S DOTY AVE, Chicago, IL|41.673408|-87.599862|5|50|1
10241|2013-09-12|South Doty Avenue, Chicago, IL, USA|CULEX PIPIENS/RESTUANS|12| S DOTY AVE|T115|1200  S DOTY AVE, Chicago, IL|41.673408|-87.599862|5|39|1
10249|2013-09-12|South Cottage Grove Avenue, Chicago, IL, USA|CULEX PIPIENS/RESTUANS|10| S COTTAGE GROVE|T102|1000  S COTTAGE GROVE, Chicago, IL|41.750498|-87.605294|5|5|1
10251|2013-09-12|5800 North Pulaski Road, Chicago, IL 60646, USA|CULEX PIPIENS/RESTUANS|58| N PULASKI RD|T027|5800  N PULASKI RD, Chicago, IL|41.984809000000006|-87.728492|8|15|1
10252|2013-09-12|5800 North Pulaski Road, Chicago, IL 60646, USA|CULEX PIPIENS|58| N PULASKI RD|T027|5800  N PULASKI RD, Chicago, IL|41.984809000000006|-87.728492|8|9|1
10264|2013-09-12|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|39|1
10269|2013-09-12|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|37|1
10273|2013-09-12|5100 North Mont Clare Avenue, Chicago, IL 60656, USA|CULEX PIPIENS/RESTUANS|51| N MONT CLARE AVE|T223|5100  N MONT CLARE AVE, Chicago, IL|41.973845000000004|-87.805059|9|5|1
10276|2013-09-12|8200 South Kostner Avenue, Chicago, IL 60652, USA|CULEX PIPIENS|82| S KOSTNER AVE|T225|8200  S KOSTNER AVE, Chicago, IL|41.743402|-87.731435|8|47|1
10295|2013-09-12|1700 North Ashland Avenue, Chicago, IL 60622, USA|CULEX PIPIENS|17| N ASHLAND AVE|T232|1700  N ASHLAND AVE, Chicago, IL|41.912563|-87.66805500000001|9|2|1
10298|2013-09-12|4200 West 65th Street, Chicago, IL 60621, USA|CULEX PIPIENS/RESTUANS|42| W 65TH ST|T235|4200  W 65TH ST, Chicago, IL|41.776428|-87.627096|8|18|1
10307|2013-09-19|2200 North Cannon Drive, Chicago, IL 60614, USA|CULEX PIPIENS/RESTUANS|22| N CANNON DR|T054|2200  N CANNON DR, Chicago, IL|41.921965|-87.632085|8|12|1
10315|2013-09-19|3600 North Pittsburgh Avenue, Chicago, IL 60634, USA|CULEX PIPIENS/RESTUANS|36| N PITTSBURGH AVE|T011|3600  N PITTSBURGH AVE, Chicago, IL|41.944869|-87.832763|8|10|1
10322|2013-09-19|South Vincennes Avenue, Chicago, IL, USA|CULEX PIPIENS/RESTUANS|10| S VINCENNES|T089|1000  S VINCENNES, Chicago, IL|41.723195000000004|-87.64997|5|6|1
10324|2013-09-19|University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA|CULEX PIPIENS|11| S ASHLAND AVE|T090|1100  S ASHLAND AVE, Chicago, IL|41.868077|-87.666901|9|6|1
10338|2013-09-19|6100 North Lemont Avenue, Chicago, IL 60646, USA|CULEX PIPIENS/RESTUANS|61| N LEMONT AVE|T012|6100  N LEMONT AVE, Chicago, IL|41.991429|-87.747113|8|11|1
10342|2013-09-19|6100 West Fullerton Avenue, Chicago, IL 60639, USA|CULEX PIPIENS|61| W FULLERTON AVE|T013|6100  W FULLERTON AVE, Chicago, IL|41.923738|-87.785288|9|26|1
10346|2013-09-19|1000 North Central Park Avenue, Chicago, IL 60651, USA|CULEX PIPIENS|10| N CENTRAL PARK DR|T030|1000  N CENTRAL PARK DR, Chicago, IL|41.899229999999996|-87.716788|9|21|1
10384|2013-09-19|4000 East 130th Street, Chicago, IL 60633, USA|CULEX PIPIENS|40| E 130TH ST|T221|4000  E 130TH ST, Chicago, IL|41.659112|-87.53869300000001|8|11|1
10386|2013-09-19|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|13|1
10387|2013-09-19|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|7|1
10388|2013-09-19|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|27|1
10439|2013-09-26|4600 Milwaukee Avenue, Chicago, IL 60630, USA|CULEX PIPIENS|46| N MILWAUKEE AVE|T003|4600  N MILWAUKEE AVE, Chicago, IL|41.964242|-87.757639|8|3|1
10462|2013-09-26|6300 West 64th Street, Chicago, IL 60638, USA|CULEX PIPIENS/RESTUANS|63| W 64TH ST|T155|6300  W 64TH ST, Chicago, IL|41.776156|-87.778927|9|4|1
10484|2013-09-26|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|39|1
10501|2013-09-26|5100 West 72nd Street, Chicago, IL 60638, USA|CULEX PIPIENS/RESTUANS|51| W 72ND ST|T035|5100  W 72ND ST, Chicago, IL|41.763733|-87.742302|8|6|1
